"InspectionLot","NodeNo","ProductDescription","CharacteristicCode","CharacteristicDesc","CreatedBy","CreatedOn","Valuation","Inspector","StartDate","StartTime","EndDate","EndTime","Qualitative","Quantative","MinValue","MaxValue","Plant","Batch","NotificationID","DeviationValue","DefectCreatedDate","ItemText","ResolutionCreatedDate","TaskText","Above/Below_Target","TaskCharacteristic","Increase/Decrease","CorrectionValue","Characteristic","Duration_min","has_capa"
"40000003013","1","Atorvastatin Tablets (20 MG)","20","PH Level","MK198234","2025-03-09","A","MK198234","2025-03-09","00:08:29","2025-03-09","01:03:29","","7.18","5.0","8.0","1020","5013","","0.6799999999999997","","","","","","","","","PH Level","55.0","0"
"40000003013","1","Atorvastatin Tablets (20 MG)","30","Appearance","MK198234","2025-03-09","A","MK198234","2025-03-09","00:08:29","2025-03-09","00:30:29","Complies","","","","1020","5013","","","","","","","","","","","Appearance","22.0","0"
"40000003013","1","Atorvastatin Tablets (20 MG)","40","Impurities","MK198234","2025-03-09","A","MK198234","2025-03-09","00:08:29","2025-03-09","00:42:29","","0.0","0.0","1.0","1020","5013","","-0.5","","","","","","","","","Impurities","34.0","0"
"40000003013","1","Atorvastatin Tablets (20 MG)","50","Dissolution Rate - 15 Mins","MK198234","2025-03-09","A","MK198234","2025-03-09","00:08:29","2025-03-09","00:29:29","","50.64","40.0","60.0","1020","5013","","0.6400000000000006","","","","","","","","","Dissolution Rate - 15 Mins","21.0","0"
"40000003013","1","Atorvastatin Tablets (20 MG)","60","Dissolution Rate - 30 Mins","MK198234","2025-03-09","A","MK198234","2025-03-09","00:08:29","2025-03-09","01:00:29","","82.05","70.0","85.0","1020","5013","","4.549999999999997","","","","","","","","","Dissolution Rate - 30 Mins","52.0","0"
"40000003013","1","Atorvastatin Tablets (20 MG)","70","Dissolution Rate - 40 Mins","MK198234","2025-03-09","A","MK198234","2025-03-09","00:08:29","2025-03-09","00:41:29","","81.8","80.0","90.0","1020","5013","","-3.200000000000003","","","","","","","","","Dissolution Rate - 40 Mins","33.0","0"
"40000003013","1","Atorvastatin Tablets (20 MG)","80","Process Temp","MK198234","2025-03-09","A","MK198234","2025-03-09","00:08:29","2025-03-09","00:42:29","","24.61","23.0","25.0","1020","5013","","0.6099999999999994","","","","","","","","","Process Temp","34.0","0"
"40000003014","1","Metformin Tablets (850 MG)","10","Potency","HN502917","2025-03-10","A","HN502917","2025-03-10","20:26:00","2025-03-10","21:01:00","","101.13","95.0","105.0","1020","5014","","1.1299999999999955","","","","","","","","","Potency","35.0","0"
"40000003014","1","Metformin Tablets (850 MG)","20","PH Level","HN502917","2025-03-10","A","HN502917","2025-03-10","20:26:00","2025-03-10","21:25:00","","8.12","6.0","9.5","1020","5014","","0.3699999999999992","","","","","","","","","PH Level","59.0","0"
"40000003014","1","Metformin Tablets (850 MG)","30","Appearance","HN502917","2025-03-10","A","HN502917","2025-03-10","20:26:00","2025-03-10","21:18:00","Complies","","","","1020","5014","","","","","","","","","","","Appearance","52.0","0"
"40000003014","1","Metformin Tablets (850 MG)","40","Impurities","HN502917","2025-03-10","A","HN502917","2025-03-10","20:26:00","2025-03-10","20:49:00","","0.35","0.0","2.0","1020","5014","","-0.65","","","","","","","","","Impurities","23.0","0"
"40000003014","1","Metformin Tablets (850 MG)","50","Dissolution Rate - 15 Mins","HN502917","2025-03-10","A","HN502917","2025-03-10","20:26:00","2025-03-10","20:48:00","","51.45","40.0","60.0","1020","5014","","1.4500000000000028","","","","","","","","","Dissolution Rate - 15 Mins","22.0","0"
"40000003014","1","Metformin Tablets (850 MG)","60","Dissolution Rate - 30 Mins","HN502917","2025-03-10","A","HN502917","2025-03-10","20:26:00","2025-03-10","20:53:00","","81.97","70.0","85.0","1020","5014","","4.469999999999999","","","","","","","","","Dissolution Rate - 30 Mins","27.0","0"
"40000003014","1","Metformin Tablets (850 MG)","70","Dissolution Rate - 40 Mins","HN502917","2025-03-10","A","HN502917","2025-03-10","20:26:00","2025-03-10","21:24:00","","84.81","80.0","90.0","1020","5014","","-0.18999999999999773","","","","","","","","","Dissolution Rate - 40 Mins","58.0","0"
"40000003014","1","Metformin Tablets (850 MG)","80","Process Temp","HN502917","2025-03-10","A","HN502917","2025-03-10","20:26:00","2025-03-10","20:55:00","","25.73","23.0","28.0","1020","5014","","0.23000000000000043","","","","","","","","","Process Temp","29.0","0"
"40000003015","1","Metformin Tablets (850 MG)","10","Potency","AV607193","2025-03-10","A","AV607193","2025-03-10","02:05:27","2025-03-10","02:41:27","","104.06","95.0","105.0","1020","5015","","4.060000000000002","","","","","","","","","Potency","36.0","0"
"40000003015","1","Metformin Tablets (850 MG)","20","PH Level","AV607193","2025-03-10","A","AV607193","2025-03-10","02:05:27","2025-03-10","02:53:27","","7.32","6.0","9.5","1020","5015","","-0.4299999999999997","","","","","","","","","PH Level","48.0","0"
"40000003015","1","Metformin Tablets (850 MG)","30","Appearance","AV607193","2025-03-10","A","AV607193","2025-03-10","02:05:27","2025-03-10","02:51:27","Complies","","","","1020","5015","","","","","","","","","","","Appearance","46.0","0"
"40000003015","1","Metformin Tablets (850 MG)","40","Impurities","AV607193","2025-03-10","A","AV607193","2025-03-10","02:05:27","2025-03-10","02:59:27","","0.44","0.0","2.0","1020","5015","","-0.56","","","","","","","","","Impurities","54.0","0"
"40000003015","1","Metformin Tablets (850 MG)","50","Dissolution Rate - 15 Mins","AV607193","2025-03-10","A","AV607193","2025-03-10","02:05:27","2025-03-10","02:48:27","","48.61","40.0","60.0","1020","5015","","-1.3900000000000006","","","","","","","","","Dissolution Rate - 15 Mins","43.0","0"
"40000003015","1","Metformin Tablets (850 MG)","60","Dissolution Rate - 30 Mins","AV607193","2025-03-10","A","AV607193","2025-03-10","02:05:27","2025-03-10","03:02:27","","72.15","70.0","85.0","1020","5015","","-5.349999999999994","","","","","","","","","Dissolution Rate - 30 Mins","57.0","0"
"40000003015","1","Metformin Tablets (850 MG)","70","Dissolution Rate - 40 Mins","AV607193","2025-03-10","A","AV607193","2025-03-10","02:05:27","2025-03-10","02:27:27","","88.57","80.0","90.0","1020","5015","","3.569999999999993","","","","","","","","","Dissolution Rate - 40 Mins","22.0","0"
"40000003015","1","Metformin Tablets (850 MG)","80","Process Temp","AV607193","2025-03-10","A","AV607193","2025-03-10","02:05:27","2025-03-10","02:41:27","","25.82","23.0","28.0","1020","5015","","0.3200000000000003","","","","","","","","","Process Temp","36.0","0"
